Loop Gain dB20 X,Loop Gain dB20 Y
1,77.9639247202303
1.023059729842509,77.9639246657962
1.046651210825427,77.96392460882271
1.070786704986395,77.96392454918369
1.095478757122332,77.96392448677042
1.12074020130978,77.96392442142263
1.146584167575622,77.9639243530426
1.173024088721613,77.96392428150344
1.200073707306289,77.96392420658768
1.227747082787869,77.96392412818534
1.256058598831886,77.96392404612581
1.285022970787309,77.96392396023082
1.314655253335082,77.96392387035232
1.344970848313024,77.96392377625764
1.375985512721172,77.96392367777406
1.407715366911727,77.96392357469679
1.44017690296786,77.96392346681921
1.473386993275719,77.96392335390935
1.507362899294123,77.96392323574011
1.542122280526466,77.96392311204288
1.57768320369952,77.96392298257572
1.614064152153895,77.96392284705423
1.651284035451041,77.96392270524245
1.689362199201789,77.96392255680735
1.728318435121529,77.96392240143267
1.768172991317259,77.96392223881065
1.808946582811855,77.96392206864134
1.850660402311025,77.96392189048693
1.893336131218546,77.96392170403811
1.936995950905506,77.96392150889193
1.98166255423942,77.96392130465793
2.027359157379196,77.96392109086567
2.074109511842097,77.96392086711643
2.121937916848953,77.96392063291448
2.170869231954065,77.96392038781106
2.22092888996634,77.96392013123548
2.272142910168386,77.96391986272302
2.32453791184044,77.96391958166959
2.37814112809615,77.96391928752138
2.432980420037406,77.96391897962101
2.489084291235582,77.96391865737414
2.546481902546706,77.96391832009552
2.60520308726827,77.96391796709914
2.665278366645546,77.96391759760529
2.726738965735475,77.96391721089152
2.789616829636377,77.96391680613092
2.853944640091907,77.96391638247431
2.919755832477902,77.96391593907903
2.987084613180931,77.96391547496215
3.055965977377597,77.96391498923506
3.126435727223822,77.9639144808497
3.198530490463571,77.96391394874902
3.272287739466687,77.96391339180381
3.347745810705742,77.96391280887137
3.424943924682006,77.96391219876263
3.503922206310914,77.96391156020141
3.584721705777611,77.9639108917914
3.667384419873419,77.96391019224214
3.751953313824325,77.963909460061
3.838472343622819,77.9639086936952
3.926986478874702,77.9639078915972
4.017541726172737,77.96390705208407
4.110185153009286,77.96390617341798
4.20496491224037,77.96390525376447
4.30193026711386,77.96390429118088
4.401131616874816,77.9639032837041
4.502620522961273,77.96390222923945
4.606449735804095,77.96390112557933
4.712673222244832,77.96389997042905
4.821346193585822,77.96389876138693
4.932525134287118,77.96389749591637
5.046267831325163,77.96389617141688
5.162633404228463,77.96389478515761
5.281682335805882,77.96389333423348
5.403476503583515,77.96389181557443
5.528079211966493,77.96389022612991
5.655555225142428,77.96388856250368
5.7859708007436,77.96388682126745
5.919393724285391,77.9638849987934
6.055893344398853,77.96388309133827
6.195540608875736,77.96388109484467
6.338408101544702,77.96387900525332
6.484570079997891,77.96387681814349
6.634102514187457,77.96387452903674
6.787083125912126,77.96387213312042
6.943591429214308,77.96386962545141
7.103708771708749,77.96386700080086
7.267518376864211,77.96386425371955
7.435105387260166,77.96386137845035
7.606556908840965,77.96385836905355
7.781962056190506,77.96385521928018
7.961411998850911,77.96385192256642
8.145000008709319,77.96384847205063
8.332821508477386,77.963844860582
8.52497412128872,77.96384108063688
8.721557721440014,77.96383712434906
8.922674486302265,77.96383298350094
9.12842894942904,77.96382864949126
9.338928054889408,77.96382411324858
9.554281212853782,77.96381936547941
9.774600356461546,77.96381439614522
10.00000000000004,77.96380919503699
10.23059729842512,77.96380375128827
10.4665121082543,77.96379805357402
10.70786704986399,77.96379209007944
10.95478757122336,77.96378584836089
11.20740201309784,77.963779315488
11.46584167575626,77.96377247787171
11.73024088721618,77.96376532128946
12.00073707306293,77.96375783083273
12.27747082787874,77.96374999095249
12.5605859883189,77.9637417853657
12.85022970787314,77.96373319696809
13.14655253335087,77.96372420797417
13.44970848313029,77.96371479962835
13.75985512721177,77.96370495236448
14.07715366911733,77.9636946457652
14.40176902967865,77.96368385838204
14.73386993275725,77.96367256777489
15.07362899294129,77.96366075048824
15.42122280526472,77.96364838194901
15.77683203699526,77.96363543639258
16.140641521539,77.96362188701548
16.51284035451047,77.96360770554548
16.89362199201796,77.96359286257234
17.28318435121535,77.96357732720413
17.68172991317265,77.96356106712528
18.08946582811861,77.96354404856764
18.50660402311032,77.9635262361487
18.93336131218553,77.96350759285151
19.36995950905513,77.96348807988677
19.81662554239427,77.96346765669627
20.27359157379204,77.96344628091434
20.74109511842104,77.96342390799757
21.2193791684896,77.96340049147571
21.70869231954073,77.96337598264925
22.20928889966348,77.96335033064081
22.72142910168394,77.96332348210643
23.24537911840449,77.96329538122394
23.78141128096158,77.96326596957721
24.32980420037415,77.96323518608061
24.8908429123559,77.96320296672256
25.46481902546715,77.96316924456997
26.0520308726828,77.96313394949968
26.65278366645556,77.96309700815213
27.26738965735485,77.96305834380219
27.89616829636386,77.9630178760777
28.53944640091917,77.96297552087682
29.19755832477912,77.96293119023176
29.87084613180941,77.96288479195833
30.55965977377608,77.96283622971679
31.26435727223833,77.96278540256014
31.98530490463582,77.96273220486236
32.72287739466699,77.96267652616802
33.47745810705754,77.96261825074217
34.24943924682018,77.96255725752118
35.03922206310926,77.96249341980108
35.84721705777623,77.96242660501304
36.67384419873432,77.96235667431918
37.51953313824338,77.96228348247007
38.38472343622832,77.96220687748868
39.26986478874716,77.96212670021092
40.17541726172751,77.96204278415456
41.101851530093,77.9619549550375
42.04964912240384,77.96186303051643
43.01930267113875,77.96176681967995
44.01131616874832,77.96166612274551
45.02620522961289,77.96156073071508
46.06449735804111,77.96145042473727
47.12673222244849,77.96133497586881
48.2134619358584,77.9612141444568
49.32525134287136,77.96108767968975
50.46267831325181,77.96095531915616
51.62633404228481,77.96081678815813
52.816823358059,77.96067179922882
54.03476503583534,77.96052005160841
55.28079211966514,77.96036123043352
56.55555225142449,77.96019500627936
57.85970800743622,77.96002103439741
59.19393724285413,77.95983895394498
60.55893344398875,77.95964838744865
61.95540608875759,77.95944893973076
63.38408101544725,77.9592401973794
64.84570079997914,77.95902172763242
66.34102514187481,77.95879307775591
67.87083125912152,77.9585537740773
69.43591429214335,77.95830332061749
71.03708771708776,77.95804119871534
72.67518376864238,77.95776686546984
74.35105387260194,77.95747975275897
76.06556908840994,77.95717926624597
77.81962056190535,77.95686478395911
79.61411998850942,77.95653565502981
81.4500000870935,77.95619119857099
83.32821508477417,77.95583070209898
85.24974121288751,77.95545342002225
87.21557721440047,77.95505857242213
89.22674486302299,77.95464534315602
91.28428949429073,77.95421287833052
93.38928054889442,77.95376028461629
95.54281212853817,77.95328662737832
97.74600356461582,77.95279092876314
100.0000000000007,77.95227216578499
102.3059729842516,77.95172926827787
104.6651210825434,77.9511611166642
107.0786704986403,77.95056653961224
109.547875712234,77.94994431204987
112.0740201309788,77.94929315226003
114.658416757563,77.9486117196434
117.3024088721622,77.94789861185068
120.0073707306297,77.94715236210116
122.7747082787878,77.94637143623422
125.6058598831895,77.94555422964054
128.5022970787318,77.94469906394664
131.4655253335092,77.94380418412339
134.4970848313033,77.94286775454664
137.5985512721182,77.94188785555431
140.7715366911738,77.9408624798708
144.017690296787,77.93978952836916
147.338699327573,77.93866680628813
150.7362899294134,77.93749201858486
154.2122280526478,77.93626276591921
157.7683203699531,77.93497653969987
161.4064152153906,77.93363071733127
